height,reach,weight,primary_division,basic_info_hometown,basic_info_name,basic_info_nationality,basic_info_nickname,fight_history_professional_count,fight_history_professional_draw_count,fight_history_professional_loss_count,fight_history_professional_nc_count,fight_history_professional_win_count,record_summary_draws,record_summary_losses_decision_percentage,record_summary_losses_decisions,record_summary_losses_knockouts,record_summary_losses_ko_percentage,record_summary_losses_others,record_summary_losses_submission_percentage,record_summary_losses_submissions,record_summary_losses_total,record_summary_no_contests,record_summary_wins_decision_percentage,record_summary_wins_decisions,record_summary_wins_knockouts,record_summary_wins_ko_percentage,record_summary_wins_others,record_summary_wins_submission_percentage,record_summary_wins_submissions,record_summary_wins_total,record_summary_win_ratio
185.42,187.96,69.853168,Lightweight,"Montreal, Quebec",David Guigui,Canada,,14,0,7,0,7,0,0,0,4,57,0,42,3,7,0,14,1,1,14,0,71,5,7,0.5
180.34,182.88,77.11064,Welterweight,"Houston, Texas",Alex Morono,United States,The Great White,37,0,12,1,24,0,66,8,4,33,0,0,0,12,1,41,10,6,25,1,29,7,24,0.6666666666666666
165.1,167.64,61.23492,Bantamweight,"Birmingham, West Midlands",Vaughan Lee,England,,29,1,14,0,14,1,28,4,4,28,0,42,6,14,0,21,3,4,28,0,50,7,14,0.5
190.5,193.04,70.30676,Lightweight,"San Bernardino, California",Jalin Turner,United States,The Tarantula,23,0,9,0,14,0,44,4,4,44,0,11,1,9,0,0,0,10,71,0,28,4,14,0.6086956521739131
167.64,170.18,61.23492,Bantamweight,"San Jose, California",David Barrios,United States,,12,0,8,0,4,0,25,2,5,62,0,12,1,8,0,0,0,1,25,0,75,3,4,0.3333333333333333
177.8,180.34,77.11064,Welterweight,"Rio Verde, Goias",Paulistenio Rocha,Brazil,,26,1,8,0,17,1,50,4,2,25,0,25,2,8,0,41,7,7,41,0,17,3,17,0.68
182.88,185.42,110.676448,Heavyweight,"Avignon, Vaucluse",Cyril Asker,France,Silverback,13,0,4,0,9,0,0,0,3,75,0,25,1,4,0,22,2,4,44,0,33,3,9,0.6923076923076923
182.88,185.42,77.11064,Welterweight,"San Francisco, California",Jake Shields,United States,,46,1,11,1,33,1,54,6,4,36,0,9,1,11,1,54,18,3,9,0,36,12,33,0.75
167.64,170.18,65.77083999999999,Featherweight,"Cicero, Illinois",Jose Mariscal,United States,Chepe / Machine Gun,25,0,6,1,18,0,50,3,3,50,0,0,0,6,1,44,8,7,38,0,16,3,18,0.75
175.26,177.8,61.23492,Bantamweight,"Lindstrom, Minnesota",Melvin Blumer,United States,The Career Killer,17,0,4,0,13,0,0,0,2,50,0,50,2,4,0,15,2,5,38,0,46,6,13,0.7647058823529411
170.18,172.72,61.688512,Featherweight,Dushanbe,Muin Gafurov,Tajikistan,Tajik,26,0,6,0,20,0,83,5,0,0,0,16,1,6,0,15,3,10,50,0,35,7,20,0.7692307692307693
180.34,182.88,109.315672,Heavyweight,"Ibaraki, Osaka",Satoshi Ishii,Japan,,39,1,13,0,25,1,53,7,6,46,0,0,0,13,0,40,10,3,12,0,48,12,25,0.6578947368421053
182.88,185.42,83.91452,Middleweight,California,David Terrell,USA,The Soul Assassin,8,0,2,0,6,0,50,1,1,50,0,0,0,2,0,0,0,2,33,0,66,4,6,0.75
180.34,182.88,70.30676,Lightweight,"Machida, Tokyo",Ryuki Ueyama,Japan,,36,5,18,1,12,5,61,11,4,22,1,11,2,18,1,41,5,2,16,0,41,5,12,0.4
165.1,167.64,52.16308,Strawweight,"Niagara Falls, Ontario",Gillian Robertson,Canada,The Savage,23,0,8,0,15,0,75,6,1,12,0,12,1,8,0,26,4,2,13,0,60,9,15,0.6521739130434783
177.8,180.34,65.77083999999999,Featherweight,"Milwaukee, Wisconsin",Jordan Griffin,United States,The Native Psycho,30,0,11,0,19,0,72,8,1,9,0,18,2,11,0,21,4,6,31,0,47,9,19,0.6333333333333333
182.88,185.42,65.77083999999999,Featherweight,Paris,William Gomis,France,The Jaguar,17,0,3,0,14,0,66,2,0,0,0,33,1,3,0,42,6,7,50,0,7,1,14,0.8235294117647058
172.72,175.26,61.23492,Bantamweight,"Mossoro, Rio Grande do Norte",Leandro Higo,Brazil,Pitbull,30,0,7,0,23,0,57,4,2,28,0,14,1,7,0,30,7,3,13,0,56,13,23,0.7666666666666667
180.34,182.88,83.91452,Middleweight,"Little Ferry, New Jersey",Phil Hawes,United States,No Hype,18,0,6,0,12,0,0,0,5,83,0,16,1,6,0,16,2,8,66,0,16,2,12,0.6666666666666666
165.1,167.64,52.16308,Strawweight,"Jing'an, Shanghai",Huaxiang Dong,China,Hua Mulan,15,0,3,0,12,0,33,1,1,33,0,33,1,3,0,33,4,1,8,0,58,7,12,0.8
160.02,162.56,56.699,Flyweight,"Curitiba, Parana",Nicolle Caliari,Brazil,,11,0,3,0,8,0,66,2,0,0,0,33,1,3,0,0,0,5,62,0,37,3,8,0.7272727272727273
154.94,157.48,56.699,Flyweight,"Orlando, Florida",Jamie Moyle,United States,,8,0,4,0,4,0,100,4,0,0,0,0,0,4,0,75,3,0,0,0,25,1,4,0.5
165.1,167.64,61.23492,Bantamweight,"Boise, Idaho",Scott Jorgensen,United States,Young Guns,27,0,12,0,15,0,50,6,2,16,0,33,4,12,0,53,8,2,13,0,33,5,15,0.5555555555555556
177.8,180.34,70.30676,Featherweight,"Laguna Hills, California",Adam Lynn,United States,,28,0,10,1,17,0,20,2,5,50,0,30,3,10,1,41,7,6,35,0,23,4,17,0.6296296296296297
182.88,185.42,119.748288,Heavyweight,"Melbourne, Victoria",Ben Sosoli,Australia,Combat Wombat,13,0,3,2,8,0,66,2,1,33,0,0,0,3,2,25,2,6,75,0,0,0,8,0.7272727272727273
187.96,190.5,113.398,Heavyweight,Oss,Remco Pardoel,Netherlands,Grizzly,18,1,6,2,9,1,16,1,3,50,0,33,2,6,2,22,2,1,11,0,66,6,9,0.6
172.72,175.26,61.23492,Bantamweight,"Phoenix, Arizona",Marcus McGhee,United States,The Maniac,11,0,1,0,10,0,0,0,0,0,0,100,1,1,0,10,1,8,80,0,10,1,10,0.9090909090909091
170.18,172.72,61.23492,Bantamweight,"Orlando Park, Illinois",Askar Askar,United States,AK-47,18,0,4,0,14,0,25,1,2,50,0,25,1,4,0,50,7,6,42,0,7,1,14,0.7777777777777778
187.96,190.5,83.91452,Middleweight,"Recife, Pernambuco",Rene Pessoa,Brazil,Soldado,36,0,11,0,25,0,36,4,5,45,0,18,2,11,0,8,2,4,16,0,76,19,25,0.6944444444444444
172.72,175.26,70.30676,Lightweight,Havana,Yosdenis Cedeno,Cuba,Pink Panther,19,1,7,0,11,1,71,5,0,0,0,28,2,7,0,36,4,7,63,0,0,0,11,0.6111111111111112
170.18,172.72,70.30676,Lightweight,"Isahaya, Nagasaki",Mizuto Hirota,Japan,Pugnus,31,2,11,0,18,2,81,9,1,9,0,9,1,11,0,44,8,10,55,0,0,0,18,0.6206896551724138
167.64,170.18,56.699,Flyweight,"Maroubra, New South Wales",Richie Vaculik,Australia,Vas,15,0,5,0,10,0,40,2,2,40,0,20,1,5,0,10,1,4,40,0,50,5,10,0.6666666666666666
177.8,180.34,70.30676,Lightweight,"Hollidaysburg, Pennsylvania",Charlie Brenneman,United States,The Spaniard,27,0,8,0,19,0,12,1,4,50,0,37,3,8,0,47,9,6,31,0,21,4,19,0.7037037037037037
177.8,180.34,74.84268,Welterweight,"Hilton Head, South Carolina",Muhsin Corbbrey,United States,,26,0,11,0,15,0,72,8,2,18,0,9,1,11,0,6,1,3,20,0,73,11,15,0.5769230769230769
167.64,170.18,61.23492,Bantamweight,"Guaruja, Sao Paulo",Rafael     Costa,Brazil,Rafinha,18,0,4,0,14,0,0,0,1,25,0,75,3,4,0,14,2,7,50,0,35,5,14,0.7777777777777778
162.56,165.1,61.23492,Bantamweight,"Des Moines, Iowa",Tim Gorman,United States,The Psycho,13,0,4,0,9,0,75,3,0,0,0,25,1,4,0,11,1,6,66,0,22,2,9,0.6923076923076923
180.34,182.88,77.11064,Welterweight,"Buynaksk, Dagestan",Muslim Salikhov,Russia,King of Kung Fu,26,0,5,0,21,0,20,1,2,40,0,40,2,5,0,23,5,14,66,0,9,2,21,0.8076923076923077
172.72,175.26,72.121128,Welterweight,"Santa Fe, New Mexico",Isaac Vallie-Flagg,United States,,24,1,7,0,16,1,42,3,0,0,1,42,3,7,0,37,6,5,31,0,31,5,16,0.6956521739130435
187.96,190.5,102.0582,Heavyweight,"Denver, Colorado",Patrick Smith,United States,,37,0,17,0,20,0,5,1,10,58,1,29,5,17,0,5,1,13,65,0,30,6,20,0.5405405405405406
180.34,182.88,77.11064,Welterweight,Sao Paulo,Eduardo Pamplona,Brazil,,20,0,4,0,16,0,50,2,2,50,0,0,0,4,0,50,8,5,31,0,18,3,16,0.8
187.96,190.5,92.98636,Light Heavyweight,"Sobralia, Minas Gerais",Glover Teixeira,Brazil,,42,0,9,0,33,0,55,5,3,33,0,11,1,9,0,15,5,18,54,0,30,10,33,0.7857142857142857
182.88,185.42,77.11064,Welterweight,"Houston, Texas",Trevin Giles,United States,The Problem,23,0,7,0,16,0,14,1,3,42,0,42,3,7,0,31,5,6,37,0,31,5,16,0.6956521739130435
162.56,165.1,58.96696,Bantamweight,"Chicago, Illinois",Jose Torres,United States,Shorty,17,1,3,0,13,1,33,1,2,66,0,0,0,3,0,53,7,4,30,0,15,2,13,0.8125
162.56,165.1,63.50288,Featherweight,"Orillia, Ontario",Kyle Vivian,Canada,,8,0,8,0,0,0,0,0,2,25,0,75,6,8,0,0,0,0,0,0,0,0,0,0.0
167.64,170.18,70.30676,Lightweight,"San Diego, California",Dave Lehr Cochran,United States,,56,1,29,0,26,1,6,2,6,20,0,72,21,29,0,7,2,7,26,1,61,16,26,0.4727272727272727
180.34,182.88,65.77083999999999,Featherweight,Lima,Humberto Bandenay,Peru,,35,0,9,2,24,0,33,3,2,22,0,44,4,9,2,25,6,8,33,0,41,10,24,0.7272727272727273
167.64,170.18,64.863656,Featherweight,"Ichinomiya, Aichi",Hiroyuki Abe,Japan,Abe Ani,27,3,15,1,8,3,20,3,7,46,0,33,5,15,1,37,3,2,25,0,37,3,8,0.34782608695652173
170.18,172.72,61.23492,Bantamweight,"Rio de Janeiro, Rio de Janeiro",Priscila Cachoeira,Brazil,Zombie Girl,19,0,6,0,13,0,33,2,0,0,0,66,4,6,0,38,5,8,61,0,0,0,13,0.6842105263157895
172.72,175.26,61.23492,Bantamweight,"Angola, New York",Patrick Mix,United States,Patchy,21,0,1,0,20,0,100,1,0,0,0,0,0,1,0,25,5,2,10,0,65,13,20,0.9523809523809523
167.64,170.18,61.688512,Featherweight,"Grozny, Chechnya",Murad Kalamov,Russia,,26,0,7,0,19,0,57,4,2,28,0,14,1,7,0,52,10,1,5,0,42,8,19,0.7307692307692307
175.26,177.8,61.23492,Bantamweight,"Hudson, New Hampshire",Jay Perrin,United States,The Joker,21,0,8,0,13,0,75,6,0,0,0,25,2,8,0,53,7,2,15,0,30,4,13,0.6190476190476191
167.64,170.18,65.77083999999999,Featherweight,"Georgetown, Ontario",Mike Large,Canada,Freaky,4,0,4,0,0,0,0,0,1,25,0,75,3,4,0,0,0,0,0,0,0,0,0,0.0
177.8,180.34,83.91452,Middleweight,Stargard,Tomasz Romanowski,Poland,Tommy,30,0,11,1,18,0,45,5,5,45,0,9,1,11,1,50,9,9,50,0,0,0,18,0.6206896551724138
193.04,195.58,83.91452,Middleweight,"Clare, Michigan",Brett Sbardella,United States,The Spyder,8,0,3,0,5,0,0,0,3,100,0,0,0,3,0,0,0,0,0,0,100,5,5,0.625
182.88,185.42,77.11064,Welterweight,"Chicago, Illinois",Hector Urbina,United States,El Toro,29,1,11,0,17,1,18,2,7,63,0,18,2,11,0,11,2,9,52,1,29,5,17,0.6071428571428571
167.64,170.18,68.492392,Lightweight,"Kanoya, Kagoshima",Shin Haraguchi,Japan,,13,0,2,1,10,0,50,1,0,0,0,50,1,2,1,40,4,6,60,0,0,0,10,0.8333333333333334
180.34,182.88,77.11064,Welterweight,"Layton, Utah",Court McGee,United States,The Crusher,35,0,13,0,22,0,76,10,3,23,0,0,0,13,0,50,11,5,22,0,27,6,22,0.6285714285714286
187.96,190.5,76.657048,Welterweight,"Molendinar, Queensland",Dan Pauling,Australia,Diamond,11,0,2,0,9,0,50,1,1,50,0,0,0,2,0,0,0,1,11,0,88,8,9,0.8181818181818182
187.96,190.5,92.98636,Light Heavyweight,"Boca Raton, Florida",Anthony Johnson,United States,Rumble,29,0,6,0,23,0,0,0,1,16,0,83,5,6,0,26,6,17,73,0,0,0,23,0.7931034482758621
182.88,185.42,77.11064,Welterweight,"Fort Wayne, Indiana",Jon Fitch,United States,,43,2,8,1,32,2,25,2,2,25,0,50,4,8,1,62,20,7,21,0,15,5,32,0.8
172.72,175.26,77.11064,Welterweight,"Chatanooga, Tennessee",Chatt Lavender,United States,,16,0,7,0,9,0,14,1,2,28,0,57,4,7,0,22,2,0,0,0,77,7,9,0.5625
165.1,167.64,52.616672,Flyweight,"Campinas, Sao Paulo",Gloria de Paula,Brazil,Glorinha,13,0,7,0,6,0,85,6,1,14,0,0,0,7,0,50,3,3,50,0,0,0,6,0.46153846153846156
167.64,170.18,65.77083999999999,Featherweight,"Waipahu, Hawaii",Harris Sarmiento,United States,The Hitman,62,0,26,0,36,0,38,10,9,34,0,26,7,26,0,61,22,9,25,0,13,5,36,0.5806451612903226
